// HASH_VALUE 4E6651617D57DB99
// INDEX 0
abandon_mission	[&TSK&你放弃了一个任务。]
boss_mainland_craftpart5e_diag1	[你付我钱、把所有残片都给我，我就立刻开工。这活很复杂，价值 1500 万达珀。开工后概不退款。]

// HASH_VALUE 2C82716D2BE83539
// INDEX 171
boss_mainland_craftpart5e_diag2	[让我看看……不久前我见过一件相似的东西。\n
	\n
	这是一份掠夺者护甲的图纸！稀有……价值连城……\n
	\n
	它修复好了！我现在可以教你们制造这套护甲了。]

// HASH_VALUE 32EC14B31580D0B7
// INDEX 172
boss_mainland_craftpart5e_diaglevel	[你看起来经验不足，理解不了我想教你的东西。等你再积累一些护甲制造经验再来！]

// HASH_VALUE 5F0567781B8E914C
// INDEX 173
boss_mainland_craftpart5e_mission_intro	[修复护臂图纸。]

// HASH_VALUE A774CFECDF44BD11
// INDEX 174
boss_mainland_craftpart5e_p_mis_desc	[完成支付。]

// HASH_VALUE 4B1EBA39D8CF456C
// INDEX 175
boss_mainland_craftpart5e_p_mis_title	[修复。]

// HASH_VALUE 084FE1AC3C6CC072
// INDEX 176
boss_mainland_craftpart6a_diag1	[你付我钱、把所有残片都给我，我就立刻开工。这活很复杂，价值 1500 万达珀。开工后概不退款。]

// HASH_VALUE 2C82716D2BE83539
// INDEX 177
boss_mainland_craftpart6a_diag2	[让我看看……不久前我见过一件相似的东西。\n
	\n
	这是一份掠夺者护甲的图纸！稀有……价值连城……\n
	\n
	它修复好了！我现在可以教你们制造这套护甲了。]

// HASH_VALUE 32EC14B31580D0B7
// INDEX 178
boss_mainland_craftpart6a_diaglevel	[你看起来经验不足，理解不了我想教你的东西。等你再积累一些护甲制造经验再来！]

// HASH_VALUE 8E16EB9963D4914C
// INDEX 179
boss_mainland_craftpart6a_mission_intro	[修复背心图纸。]

// HASH_VALUE A774CFECDF44BD11
// INDEX 180
boss_mainland_craftpart6a_p_mis_desc	[完成支付。]

// HASH_VALUE 4B1EBA39D8CF456C
// INDEX 181
boss_mainland_craftpart6a_p_mis_title	[修复。]

// HASH_VALUE 084FE1AC3C6CC072
// INDEX 182
boss_mainland_craftpart6b_diag1	[你付我钱、把所有残片都给我，我就立刻开工。这活很复杂，价值 1500 万达珀。开工后概不退款。]

// HASH_VALUE 2C82716D2BE83539
// INDEX 183
boss_mainland_craftpart6b_diag2	[让我看看……不久前我见过一件相似的东西。\n
	\n
	这是一份掠夺者护甲的图纸！稀有……价值连城……\n
	\n
	它修复好了！我现在可以教你们制造这套护甲了。]

// HASH_VALUE 32EC14B31580D0B7
// INDEX 184
boss_mainland_craftpart6b_diaglevel	[你看起来经验不足，理解不了我想教你的东西。等你再积累一些护甲制造经验再来！]

// HASH_VALUE 8E16EB9963D4914C
// INDEX 185
boss_mainland_craftpart6b_mission_intro	[修复背心图纸。]

// HASH_VALUE A774CFECDF44BD11
// INDEX 186
boss_mainland_craftpart6b_p_mis_desc	[完成支付。]

// HASH_VALUE 4B1EBA39D8CF456C
// INDEX 187
boss_mainland_craftpart6b_p_mis_title	[修复。]

// HASH_VALUE 084FE1AC3C6CC072
// INDEX 188
boss_mainland_craftpart6c_diag1	[你付我钱、把所有残片都给我，我就立刻开工。这活很复杂，价值 1500 万达珀。开工后概不退款。]

// HASH_VALUE 2C82716D2BE83539
// INDEX 189
boss_mainland_craftpart6c_diag2	[让我看看……不久前我见过一件相似的东西。\n
	\n
	这是一份掠夺者护甲的图纸！稀有……价值连城……\n
	\n
	它修复好了！我现在可以教你们制造这套护甲了。]

// HASH_VALUE 32EC14B31580D0B7
// INDEX 190
boss_mainland_craftpart6c_diaglevel	[你看起来经验不足，理解不了我想教你的东西。等你再积累一些护甲制造经验再来！]

// HASH_VALUE 8E16EB9963D4914C
// INDEX 191
boss_mainland_craftpart6c_mission_intro	[修复背心图纸。]

// HASH_VALUE A774CFECDF44BD11
// INDEX 192
boss_mainland_craftpart6c_p_mis_desc	[完成支付。]

// HASH_VALUE 4B1EBA39D8CF456C
// INDEX 193
boss_mainland_craftpart6c_p_mis_title	[修复。]

// HASH_VALUE 084FE1AC3C6CC072
// INDEX 194
boss_mainland_craftpart6d_diag1	[你付我钱、把所有残片都给我，我就立刻开工。这活很复杂，价值 1500 万达珀。开工后概不退款。]

// HASH_VALUE 2C82716D2BE83539
// INDEX 195
boss_mainland_craftpart6d_diag2	[让我看看……不久前我见过一件相似的东西。\n
	\n
	这是一份掠夺者护甲的图纸！稀有……价值连城……\n
	\n
	它修复好了！我现在可以教你们制造这套护甲了。]

// HASH_VALUE 32EC14B31580D0B7
// INDEX 196
boss_mainland_craftpart6d_diaglevel	[你看起来经验不足，理解不了我想教你的东西。等你再积累一些护甲制造经验再来！]

// HASH_VALUE 8E16EB9963D4914C
// INDEX 197
boss_mainland_craftpart6d_mission_intro	[修复背心图纸。]

// HASH_VALUE A774CFECDF44BD11
// INDEX 198
boss_mainland_craftpart6d_p_mis_desc	[完成支付。]

// HASH_VALUE 4B1EBA39D8CF456C
// INDEX 199
boss_mainland_craftpart6d_p_mis_title	[修复。]

// HASH_VALUE 084FE1AC3C6CC072
// INDEX 200
boss_mainland_craftpart6e_diag1	[你付我钱、把所有残片都给我，我就立刻开工。这活很复杂，价值 1500 万达珀。开工后概不退款。]

// HASH_VALUE 2C82716D2BE83539
// INDEX 201
boss_mainland_craftpart6e_diag2	[让我看看……不久前我见过一件相似的东西。\n
	\n
	这是一份掠夺者护甲的图纸！稀有……价值连城……\n
	\n
	它修复好了！我现在可以教你们制造这套护甲了。]

// HASH_VALUE 32EC14B31580D0B7
// INDEX 202
boss_mainland_craftpart6e_diaglevel	[你看起来经验不足，理解不了我想教你的东西。等你再积累一些护甲制造经验再来！]

// HASH_VALUE 8E16EB9963D4914C
// INDEX 203
boss_mainland_craftpart6e_mission_intro	[修复背心图纸。]

// HASH_VALUE A774CFECDF44BD11
// INDEX 204
boss_mainland_craftpart6e_p_mis_desc	[完成支付。]

// HASH_VALUE 4B1EBA39D8CF456C
// INDEX 205
boss_mainland_craftpart6e_p_mis_title	[修复。]

// HASH_VALUE 13F30D66E121FE4D
// INDEX 206
boss_mainland_fyros_engage	[去处理掉这些入侵者！]

// HASH_VALUE 6EEDBE605F23D7D7
// INDEX 207
boss_mainland_fyros_finalfight	[这一次，是在你们……和我之间！]

// HASH_VALUE 8283CE428E6EB874
// INDEX 208
boss_mainland_fyros_realagro	[好啊，勇士们，你们找到了我。但准备好领教我真正的怒火吧。]

// HASH_VALUE 605824A0605824A0
// INDEX 209
boss_mainland_fyros_word1	[您。]

// HASH_VALUE 602CC8CC602CC8CC
// INDEX 210
boss_mainland_fyros_word2	[想一想。]

// HASH_VALUE 707C1434707C1434
// INDEX 211
boss_mainland_fyros_word3	[真的]

// HASH_VALUE 717D1FD21D5ADD85
// INDEX 212
boss_mainland_fyros_word4	[力量。]

// HASH_VALUE D4745C54D4745C54
// INDEX 213
boss_mainland_fyros_word5	[我]

// HASH_VALUE E9B6C2B34879EB2D
// INDEX 214
boss_mainland_fyros_word6	[击打。]

// HASH_VALUE FC5814C0FC5814C0
// INDEX 215
boss_mainland_fyros_word7	[哈哈哈！]

// HASH_VALUE 528976272AD9A3BE
// INDEX 216
boss_mainland_matis_trick1_01	[哦不，饶命啊！放过我吧！]

// HASH_VALUE E7C022DF30D87B28
// INDEX 217
boss_mainland_matis_trick1_02	[等等！我们可以做朋友嘛！]

// HASH_VALUE 74BF946F744A0D76
// INDEX 218
boss_mainland_matis_trick1_03	[你们太强了！我投降！]

// HASH_VALUE 2AB07CB7DEB13812
// INDEX 219
boss_mainland_matis_trick1_04	[哈哈哈！多么高贵的灵魂……去死吧，蠢货！]

// HASH_VALUE 63455913FFE53416
// INDEX 220
boss_mainland_matis_trick1_05	[什——么？！你竟敢打倒地的 homin！]

// HASH_VALUE 79BA947154E8A253
// INDEX 221
boss_mainland_matis_trick2_01	[不，不，不行！你没踩上节奏！]

// HASH_VALUE FF983A29423A2D4B
// INDEX 222
boss_mainland_matis_trick2_02	[太棒了！让庆典继续吧！]

// HASH_VALUE 218C02F7EA362513
// INDEX 223
boss_mainland_matis_trick2_03	[Fyros 人上场！]

// HASH_VALUE 9A1CA2FE63C6AD1C
// INDEX 224
boss_mainland_matis_trick2_04	[Matis 人上场！]

// HASH_VALUE 1BCDDA87E43EC5A3
// INDEX 225
boss_mainland_matis_trick2_05	[Zoraï 人上场！]

// HASH_VALUE 347098E503660DDF
// INDEX 226
boss_mainland_matis_trick2_06	[Tryker 人上场！]

// HASH_VALUE 8BE8D4DAD6688EAD
// INDEX 227
boss_mainland_matis_trick2_07	[我说，这么打个不停不累吗？咱们不如来一段小插曲。]

// HASH_VALUE 3DE7C3E63A81675B
// INDEX 228
boss_mainland_matis_trick3_01	[啊，我要借这次接见给你们讲几个故事。]

// HASH_VALUE 61471E924F7701EC
// INDEX 229
boss_mainland_matis_trick3_02	[从前，在 Atys 的某个地方，有一伙穷困潦倒的冒险者，一心想战胜世界上最凶恶的土匪。]

// HASH_VALUE B395C8215B01C9F5
// INDEX 230
boss_mainland_matis_trick3_03	[让一让，让一让——瞧啊……埃恩，沙漠之刃来了！]

// HASH_VALUE A42D09781CCC78B6
// INDEX 231
boss_mainland_matis_trick3_04	[狂怒的莉克茜！]

// HASH_VALUE DAAA724E7210CDA7
// INDEX 232
boss_mainland_matis_trick3_05	[有害的佩萧！]

// HASH_VALUE 543884831BD95D77
// INDEX 233
boss_mainland_matis_trick3_06	[我们从埃恩讲起……我们鲁莽的冒险者们自以为有本事挑战沙漠之刃……我提议大家一同重现那场战斗！]

// HASH_VALUE FF13919E5FC8EBCC
// INDEX 234
boss_mainland_matis_trick3_07	[好，嗯，行。我们继续……]

// HASH_VALUE AA483388CBB9BB75
// INDEX 235
boss_mainland_matis_trick3_08	[他们的下一个对手是狂怒的莉克茜（Lixie）……我们的冒险者们根本不可能把她打倒！]

// HASH_VALUE 2AFC111CA8B6E737
// INDEX 236
boss_mainland_matis_trick3_09	[嗯……你们未免太不配合了。努力一下嘛。总之，接下来……]

// HASH_VALUE 7C96EDF17C25A1E1
// INDEX 237
boss_mainland_matis_trick3_10	[啊哈，裴照！伟大的、无比高大的、可怕的裴照！我记得：凡曾接近过他的人，没有一个回来。]

// HASH_VALUE CCBB60434A93AA0F
// INDEX 238
boss_mainland_matis_trick3_11	[但是……！你把我的故事毁了！算了，结尾我自己写。]

// HASH_VALUE C60C9B67309EC87F
// INDEX 239
boss_mainland_tryker_boss_txt1	[从这边回来，更安全。]

// HASH_VALUE 80399BEFD501F2BE
// INDEX 240
boss_mainland_tryker_boss_txt2	[换我是你，我不会往那边走！]

// HASH_VALUE E8F3DBF6BC938382
// INDEX 241
boss_mainland_tryker_mine_sound	[&BBL&点击]

// HASH_VALUE 93F06BD6306BCD19
// INDEX 242
boss_tryker_light_bosshelpme	[兄弟们，快来救我！]

// HASH_VALUE D15453D8D119C667
// INDEX 243
boss_tryker_light_defendme	[卫兵！保卫你们的首领！]

// HASH_VALUE 88463862952B8F22
// INDEX 244
boss_tryker_light_mission_01_touchstone	[触碰那块石头。]

// HASH_VALUE 58F718546A63C7D5
// INDEX 245
boss_tryker_light_mission_02_desc	[到这一带找找"戏弄者"但丁。]

// HASH_VALUE C0F030C460644C18
// INDEX 246
boss_tryker_light_mission_02_title	[寻找戏弄者但丁。]

// HASH_VALUE 88463862952B8F22
// INDEX 247
boss_tryker_light_mission_03_touchstone	[触碰那块石头。]

// HASH_VALUE F7D7E13D648DFE3D
// INDEX 248
boss_tryker_light_mission_04_openbox	[打开盒子。]

// HASH_VALUE 3177C74EE32D4137
// INDEX 249
boss_tryker_light_mission_team_breakcrate	[砸开箱子。]

// HASH_VALUE 9620339E5FE9D734
// INDEX 250
boss_tryker_light_mission_team_desc	[砸开但丁丢下的那只箱子。]

// HASH_VALUE 48AB72CBE19EE39A
// INDEX 251
boss_tryker_light_mission_team_obj	[触碰那块给你的队伍施法的石头。]

// HASH_VALUE 89B5C80BABECDBFA
// INDEX 252
boss_tryker_light_mission_team_title	[但丁的游戏。]

// HASH_VALUE 064B859728F1BD22
// INDEX 253
boss_tryker_light_prepareyourself	[组建好队伍来跟我玩一局吧！但当心：时间有限！]

// HASH_VALUE 54F80CF8FC7448A4
// INDEX 254
boss_tryker_light_scared1	[你永远抓不到我！]

// HASH_VALUE 0A03F797EE1D22C0
// INDEX 255
boss_tryker_light_scared2	[无能的卫兵！给我警戒！]

// HASH_VALUE AF5DCAC3E721003D
// INDEX 256
boss_tryker_light_scared3	[你竟敢踏进我的地盘！？]

// HASH_VALUE F3007CC8F3C8AC4C
// INDEX 257
boss_tryker_light_scared4	[哈啊啊啊啊！]

// HASH_VALUE C322ECCCAFE23C6A
// INDEX 258
boss_tryker_light_start	[想跟我玩一局？我希望你不是一个人来！]

// HASH_VALUE 952A2C025198C399
// INDEX 259
boss_zorai_light_dalton_hello_1	[我甚至要说：你好！]

// HASH_VALUE 2239A93B920D2040
// INDEX 260
boss_zorai_light_dalton_hello_2	[请允许我向您致敬！]

// HASH_VALUE ACB970BF22292C99
// INDEX 261
boss_zorai_light_dalton_hello_3	[致意！]

// HASH_VALUE 93240DDB0EEB2ACF
// INDEX 262
boss_zorai_light_dalton_hello_4	[我向您鞠躬！]

// HASH_VALUE 5A8F117A80FCC525
// INDEX 263
boss_zorai_light_end_daltons	[唉……唉……唉……算了，反正他们也不是亲兄弟。]

// HASH_VALUE 8A9B6A95E4DB221D
// INDEX 264
boss_zorai_light_end_infectedgroup	[Oook！我还有些活要干，让他们更……好用一点。]

// HASH_VALUE 7E9A20083E92125B
// INDEX 265
boss_zorai_light_end_laughtingsbires	[你们的人看起来比他们多，而且大多更快。我本来想雇你们的，可惜我们之间有那个对立关系。]

// HASH_VALUE FF0855B0EC475BD7
// INDEX 266
boss_zorai_light_end_magicdamage	[那么，拿你怎么办呢？]

// HASH_VALUE CE14DB0F9D04229C
// INDEX 267
boss_zorai_light_final_fight	[好了！不再玩闹了，我有正事要干。我要发怒了！]

// HASH_VALUE 378C646F5E254330
// INDEX 268
boss_zorai_light_laughtingsbire_1	[给你讲讲游戏规则：你会死的！]

// HASH_VALUE 6903453776A5BEF3
// INDEX 269
boss_zorai_light_laughtingsbire_2	[就连 najab 也比你快！你们杀不了我们。]

// HASH_VALUE F81E64B75F9D8314
// INDEX 270
boss_zorai_light_laughtingsbire_3	[骄傲吧！你将战死沙场！]

// HASH_VALUE 48CAB8EC0B46AA94
// INDEX 271
boss_zorai_light_laughtingsbire_4	[一只小 frippo 沾了胶质，哒哒哒！]

// HASH_VALUE BC989C1A781C6666
// INDEX 272
boss_zorai_light_laughtingsbire_last	[你干了什么？我看玩闹时间结束了！]

// HASH_VALUE 88463862952B8F22
// INDEX 273
boss_zorai_light_mission_in_out_touchstone	[触碰那块石头。]

// HASH_VALUE 88463862952B8F22
// INDEX 274
boss_zorai_light_mission_out_in_touchstone	[触碰那块石头。]

// HASH_VALUE 3D0011009042358D
// INDEX 275
boss_zorai_light_session_failed	[你竟敢闯进我的营地——不过你看起来人畜无害。可我得干活……我。滚出我的营地！]

// HASH_VALUE 7F1011DA6263FA8D
// INDEX 276
boss_zorai_light_start	[可是……可是，你怎么敢闯进我的实验室！我觉得你需要上一堂"人生课"。]

// HASH_VALUE BEE7EF95BA589343
// INDEX 277
boss_zorai_light_daltons	[多杜昂（Do-Duang）四兄弟来了。不等伤到他们，你就会先被逼疯！]

// HASH_VALUE 84E679E7F786C7FA
// INDEX 278
boss_zorai_light_start_infectedgroup	[看看我的 Igara 能不能替我挡住入侵者。上吧，我的美人——一粒渣都别给他们留！]

// HASH_VALUE 8F1AF25219C30894
// INDEX 279
boss_zorai_light_start_laughtingsbires	[该召唤我的爪牙了。你会看到，他们相当能打——也自食其果。]

// HASH_VALUE 3BC18F6860104280
// INDEX 280
boss_zorai_light_start_magicdamage	[你意识到你在浪费我的时间吗？我只好去帮命运一把……]

// HASH_VALUE 70A08886C6FE1EB9
// INDEX 281
cant_craft_engaged_melee	[&CHK&近战交战中无法制造！制造动作已中止！]

// HASH_VALUE EFE079FC2445F187
// INDEX 282
cant_craft_when_dead	[&CHKCB&你在制造过程中死亡！制造动作已中止！]

// HASH_VALUE A91B3B026A6E8532
// INDEX 283
cant_forage_engaged_in_melee	[&CHKCB&近战交战中无法钻探！钻探动作已中止！]

// HASH_VALUE A85FD78B82BB2F84
// INDEX 284
cant_found_item	[&CHK&未找到槽位 $i$ 中的物品。]

// HASH_VALUE DB5CCD49319BC895
// INDEX 285
cant_found_rm	[&CHK&无法在背包中找到所选的全部原材料！制造动作已中止！]

// HASH_VALUE B00C2BD743438B84
// INDEX 286
cant_lock_rm	[&CHK&无法为制造预定你选的全部原材料！其中一些肯定已被其他用途预定或无法取得。制造动作已中止！]

// HASH_VALUE 9B4FB5D4987B9207
// INDEX 287
casino_igotjackticket	[我中了大奖！]

// HASH_VALUE 17FC8D3336F884A2
// INDEX 288
casino_igottitleticket	[我赢得了一张头衔券。]

// HASH_VALUE FD0D6E4305808571
// INDEX 289
casino_insert_coin	[玩一枚代币。]

// HASH_VALUE 1A7AD44EEC6AAA58
// INDEX 290
casino_jackpotgrats	[好运气！你打算拿这笔横财干什么？]

// HASH_VALUE BC592CFABB9FD1F6
// INDEX 291
casino_lose	[&AMB&你输了！]

// HASH_VALUE 862E0DA5C93F9F87
// INDEX 292
casino_nothing	[真不走运！]

// HASH_VALUE DA4B126C5FF45082
// INDEX 293
casino_off	[停用。]

// HASH_VALUE 2008008020080080
// INDEX 294
casino_popup	[ ]

// HASH_VALUE 1467AB8DA9CCFEE7
// INDEX 295
casino_title1grats	[好样的！你的运气不错——这是一枚应该合你心意的头衔。]

// HASH_VALUE ED738B57101CDDD5
// INDEX 296
casino_title1repeat	[又中奖了！你这运气真是没话说——我用几个代币跟你换这张票。]

// HASH_VALUE 4F7EBEA2A9A272B5
// INDEX 297
casino_title2grats	[你倒是常玩，就是不怎么赢啊？那你也是大家族的一员！输家家族！]

// HASH_VALUE 0741CDA8001F5BC5
// INDEX 298
casino_title2repeat	[把戒指交给 $givervar$，向他展示你已通过试炼。]

// HASH_VALUE 2128B861F96EAE61
// INDEX 299
casino_wheel	[&AMB&你碰碰运气……]

// HASH_VALUE 4D76574AE2BEBF38
// INDEX 300
casino_winjackpot	[&AMB&你中了大奖！]

// HASH_VALUE BC592CC56E4CD1F6
// INDEX 301
casino_win_r2	[&AMB&你赢了！]

// HASH_VALUE BC592CC56E4CD1F6
// INDEX 302
casino_win_r3	[&AMB&你赢了！]

// HASH_VALUE BC592CC56E4CD1F6
// INDEX 303
casino_win_r4	[&AMB&你赢了！]

// HASH_VALUE 91765757E28FBF38
// INDEX 304
casino_win_r5	[&AMB&你中了头奖！]

// HASH_VALUE CE0017BA2988EFF3
// INDEX 305
citizenship_fyros_already_fyros_m	[你已经是公民了，$self$。仪式不能重行。]

// HASH_VALUE 43F9D31F7DC4A9C6
// INDEX 306
citizenship_fyros_already_fyros_f	[接下来该去找谁（齐诺维奇的宝藏）？]

// HASH_VALUE BFE7C7FF089DD6F9
// INDEX 307
citizenship_fyros_be_citizen_m	[感谢你，$self$。你应当骄傲，因为你即将加入 fyros 民族。你是否立誓侍奉皇帝、尊重帝国法律，让接纳你的民族繁荣昌盛？你是否立誓以性命守护我们的国家？]
